"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15409","Add Product E2E Test1","chromium","Thu Jan 30 20:31:23 BDT 2025","passed","Thu Jan 30 20:31:39 BDT 2025","","001Product.spec.ts","",""
